,TRM,RLS,TRHS
0,0.016737,0.037054,0.045733
1,0.009109,0.045192,0.037794
2,0.011744,0.085131,0.065832
3,0.011543,0.077292,0.083619
4,0.018534,0.198546,0.17289
5,0.500555,0.647235,0.704117
6,0.780553,1.271837,0.981323
7,1.182261,1.243503,1.058594
8,1.107136,1.467541,1.382695
