,TRM,RLS,TRHS
0.2,19077.25803275909,17746.204149105943,17746.204149105943
0.25,43677.661109989655,48087.06581068692,42643.18594999761
0.3333333333333333,35088.373129709405,32709.302668088352,30038.92416824687
0.5,42977.44897210727,41768.49957753985,41581.97496149573
1.0,141354.20863488317,136280.69296425025,136280.69296425025
2.0,255015.48992713774,255967.96829118556,250566.3117327795
3.0,358555.9454862707,367641.7406400556,355994.2523837894
4.0,457618.82660210365,452546.4673533149,453411.3691396455
5.0,535523.9610923623,541128.1082770644,534154.302112335
