,TRM,RLS,TRHS
0,0.011832,0.028311,0.024977
1,0.010602,0.049923,0.035418
2,0.01367,0.046038,0.041556
3,0.014903,0.110384,0.083424
4,0.024646,0.170982,0.181686
5,0.43585,0.794392,0.582903
6,0.759642,1.161332,1.017501
7,1.173744,1.546201,1.596783
8,1.58771,2.23789,1.972805
