,TRM,RLS,TRHS
0.2,12800.869250993164,11992.899484446669,11992.899484446669
0.25,18996.870328358353,17900.219537792007,17900.219537792007
0.3333333333333333,23096.37270425259,21321.130204104178,21570.566805647577
0.5,45947.37503119527,43672.81769605845,43617.41046043705
1.0,98728.73645771622,93936.01850900454,94077.08442000514
2.0,194737.66212059485,188351.37732437823,189662.19841009835
3.0,284051.19763652585,275542.1340590412,279885.18008640996
4.0,390609.29306373984,384317.6602880456,389302.14266166295
5.0,447176.1563754436,441627.26193948666,444143.43369109783
