,TRM,RLS,TRHS
0.2,16104.662063641277,15905.406786259824,15905.406786259824
0.25,14304.261432965626,11741.51429023094,11851.201156397561
0.3333333333333333,41521.06719401906,41988.70351340043,40781.268848008156
0.5,59803.133992451025,57634.76834980621,58250.79508312511
1.0,128130.01252176236,125649.6540796624,126007.29961387487
2.0,245532.249031056,242090.34901200852,242484.19550190395
3.0,327789.0878553665,326979.9507092744,323958.9347357692
4.0,427192.10343488574,422516.06187307276,422814.89503865485
5.0,528639.0813345643,524584.893059048,525250.1987152228
