,TRM,RLS,TRHS
0.2,10821.544018076997,9606.934794086903,9606.934794086903
0.25,13713.435346406633,12791.69553818305,13503.905558986733
0.3333333333333333,25539.69953654044,22199.963913105832,21803.33010126922
0.5,42794.61598606235,39603.4337774575,38905.56048166368
1.0,91383.88953569002,86000.5785459224,85328.65419525896
2.0,165513.7088754689,162101.23604855803,164840.10196466083
3.0,214315.3227776753,210990.09490002957,213962.71379562892
4.0,344854.36352167465,342611.38858109195,344617.9674350349
5.0,354112.26624686364,355106.2734681853,353479.2454552494
