,TRM,RLS,TRHS,GHS,LR
0,0.03409,0.103458,0.093617,12.848954,3.223918
1,0.051975,0.225875,0.187912,13.243299,4.259111
2,0.042996,0.157929,0.16692,11.169492,5.456075
3,0.062961,0.291854,0.240877,17.320876,9.974829
4,0.067975,0.676637,0.604674,22.459505,25.145984
5,1.633095,2.947372,2.400664,46.115029,77.394394
6,5.29007,7.019106,6.749411,63.859545,129.122779
7,8.510274,10.545142,9.515713,67.022419,180.87341
8,12.156224,14.555893,13.069736,83.257222,276.777759
