,TRM,RLS,TRHS
0,0.046321,0.13569,0.205795
1,0.091554,0.325903,0.347054
2,0.053604,0.381582,0.23439
3,0.099567,0.607487,0.550033
4,0.085512,1.24852,0.853068
5,3.523861,5.208563,4.837915
6,11.372377,11.120145,10.674277
7,14.281172,16.091536,29.541497
8,41799.393287,37.098007,54700.896435
