,TRM,RLS,TRHS
0,0.049137,0.282404,0.122959
1,0.088502,0.333356,0.190188
2,0.055049,0.349573,0.153692
3,0.086611,0.290844,0.340979
4,0.048418,0.432593,0.539408
5,1.752085,2843.812016,4.110236
6,3.719831,7.965056,5.522854
7,5.257491,6.945375,175.169622
8,8.974123,10.823283,8.449163
