,TRM,RLS,TRHS
0.2,15376.235918332426,18608.89242720179,13469.29322550194
0.25,43258.65092216998,42988.53252275921,41821.139790562316
0.3333333333333333,53323.25003088722,51912.49120767717,50934.061556180226
0.5,152978.28793772683,151866.67156719003,150951.66813095816
1.0,95781.34901243515,89923.29944448685,89648.57975897196
2.0,373779.7425307255,372195.65390622587,372018.3443584821
3.0,498965.5969633589,497367.1135472075,494835.24351110467
4.0,442038.2781298796,441149.75370514824,441264.1957724948
5.0,713539.7886842377,711248.807245659,712084.719788519
