,TRM,RLS,TRHS
0.2,25995.65109369093,23462.55721300423,23462.55721300423
0.25,28028.34270759779,26247.12976078127,25854.752020629312
0.3333333333333333,31832.000375011125,29641.58641494422,28797.211663585083
0.5,63324.07778992131,60933.67275230029,59368.211743837164
1.0,129290.00787251147,122232.80462192916,121967.37976167844
2.0,254803.16556629536,248056.88153001512,251811.35526101768
3.0,412174.81330623524,412726.930757903,409378.1562141908
4.0,439709.6527273703,442155.9083866371,436493.86463530845
5.0,650672.1111880646,650651.0131046614,650389.9885846663
