,TRM,RLS,TRHS,GHS,LR
0,0.040977,0.128944,0.109956,11.386107,3.435544
1,0.041983,0.129928,0.144933,12.295157,4.477747
2,0.044978,0.165923,0.176913,14.147834,6.186872
3,0.052971,0.360812,0.309828,15.859245,11.05376
4,0.066975,0.530719,0.70362,19.193384,25.83885
5,1.665072,2.994348,3.119271,38.815386,74.21355
6,5.39198,8.147463,6.982099,56.497843,136.678646
7,9.317803,11.240715,10.229464,74.064027,221.192111
8,13.058709,14.73474,14.665948,84.617456,295.364251
