,TRM,RLS,TRHS
0.2,52444.46878945837,51803.20733020169,51803.20733020169
0.25,70005.41933945759,69089.47410311725,69089.47410311725
0.3333333333333333,33283.493071794415,34157.344757507315,32994.118066999035
0.5,91841.81274285815,91046.83779587004,91249.4493415207
1.0,220087.82225461016,214453.89520439177,214081.1116489458
2.0,246599.23666004784,249147.1680196072,244702.95747694434
3.0,387350.6746272516,383833.69579390244,383359.37304318865
4.0,485184.7851420079,485067.42507288296,483389.06834996655
5.0,553144.647733326,550219.1297406156,553144.647733326
