,TRM,RLS,TRHS
0,0.019316,0.054894,0.045527
1,0.026999,0.258842,0.069741
2,0.015471,0.296344,0.054696
3,0.01767,0.114735,0.16375
4,0.040214,0.262728,0.250737
5,0.483373,0.927616,0.734724
6,1.050011,1.892802,2.007362
7,2.397643,2.530787,1.90984
8,2.029683,2.554873,2.591383
