,TRM,RLS,TRHS
0,0.026484,0.050182,0.04908
1,0.021809,0.089845,0.070729
2,0.020576,0.099233,0.095169
3,0.024487,0.126041,0.126657
4,0.034485,0.351709,0.223268
5,1.045096,1.368431,1.21329
6,6.991147,3.238707,4.391803
7,4.096618,4.494215,11.107551
8,6.52397,6.127037,5.232199
