,TRM,RLS,TRHS
0.2,22179.99164940873,21692.25531751038,21010.982537712243
0.25,38467.52877719267,36127.17086994056,35058.25274693787
0.3333333333333333,51919.634903034545,49437.81027290295,49942.99782528437
0.5,101024.9693857017,101410.6048993691,97278.33457840022
1.0,169802.89975864365,161329.15983925117,161961.72496728593
2.0,457510.07758808363,451840.58505723387,450605.9203306339
3.0,624042.9251778298,618942.4144651071,618796.9218549702
4.0,822294.7855643762,818096.999322374,817349.4748602145
5.0,981778.1308428578,974413.3800583988,977131.077336333
