,TRM,RLS,TRHS
0.2,28708.23807184549,29129.58198774371,28375.092346866862
0.25,47804.79523214625,43303.60072213824,41322.36447775233
0.3333333333333333,32748.683939771607,30790.868458552897,30123.62129180764
0.5,71887.0652177697,70115.97637625907,69584.82690868214
1.0,147037.16946724732,142381.4136300569,141545.49039934145
2.0,247461.01866654356,236101.93546911338,237310.39407795036
3.0,405067.33682002156,394872.153959172,398143.91111427353
4.0,549650.9777474311,554472.0306504418,548830.9353145555
5.0,657786.7000897089,649343.1754550671,652396.86335668
