,TRM,RLS,TRHS
0,0.022938,0.106025,0.076552
1,0.027697,0.155345,0.07031
2,0.019551,0.114776,0.084218
3,0.055293,0.235806,0.135731
4,0.034835,0.2516,0.201327
5,0.636463,1.134332,0.805405
6,1.297328,1.854798,1.576685
7,1.941555,3.01652,2.193513
8,2.647132,3.300772,3.100313
