,TRM,RLS,TRHS,GHS,LR
0.2,24495.88068680405,24393.53515108671,23166.64191387788,23166.64191387788,23166.64191387788
0.25,23737.230970807825,22690.36340994562,23329.859551331312,22686.603453292093,22686.603453292093
0.3333333333333333,46735.22686091832,48884.94963426664,45208.52747226475,45257.84376784374,45208.52747226475
0.5,93541.64854172396,91913.4027359301,91124.9533714439,91049.71526919471,91049.71526919471
1.0,173343.93246017693,167668.79905425233,166536.88318603407,166665.75511717462,164315.9892753692
2.0,276256.4421257007,277353.53557696164,277860.31775854225,278072.0142638513,275126.6847966592
3.0,376924.1522859301,370762.49933836056,376330.1534663938,374330.8835986499,368287.7665334959
4.0,535774.8566915572,525124.1313263825,533330.0097755018,527991.0768489867,528665.7950840938
5.0,730453.9041423784,727513.5258529987,728263.5633572271,728813.3333708337,721455.8882854849
