,TRM,RLS,TRHS,GHS,LR
0,0.032003,0.134942,0.124937,11.002693,2.522521
1,0.031985,0.209901,0.103944,11.268857,3.148927
2,0.03499,0.190893,0.160914,12.359822,4.598021
3,0.039996,0.24887,0.28886,15.373337,7.808689
4,0.058977,0.57067,0.742587,21.093962,20.037196
5,2.614592,3.689025,3.123316,34.19675,52.221374
6,5.596987,6.931274,6.858313,38.652711,96.028087
7,8.597369,10.215649,9.62681,48.887896,140.602962
8,11.194956,12.657172,12.623179,57.373662,187.926077
