,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,552417.7021171802,545529.6497198228,553909.939415448,553769.9749364009,552280.2270030795
1,475993.364053717,475689.1296881359,479299.5250789841,479616.34773107135,479270.8149006873
2,365529.77377078787,359288.1185374372,368802.92841729335,361720.5325562565,365764.96760569257
3,269705.35862047976,246154.35239177186,282628.5132738312,257959.59401042626,260572.00538452924
4,116542.80240696405,109018.63103880499,109018.63103880499,109071.95638530017,109530.87446268897
