,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,0.170407,35.862801,2.900382,53.62007,2.065335
1,0.115792,26.390126,1.401602,43.32723,0.944325
2,0.085225,19.035305,1.340585,38.252361,1.205068
3,0.051839,10.975962,1.406547,19.911631,0.763692
4,0.028119,5.031307,0.907837,20.030589,0.710258
