,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,0.222752,36.870604,2.032176,71.960489,2.281328
1,0.149246,26.26434,2.627052,45.623745,1.448047
2,0.107171,18.714879,2.844369,47.772594,1.278862
3,0.067897,11.364241,1.448562,30.682782,0.966592
4,0.033337,5.060407,0.813744,22.258758,0.944848
