,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,0.862815,,27.239122,736.918678,16.172661
1,0.617691,1927.465138,19.093027,583.173189,13.374061
2,0.457565,1110.689303,14.94364,447.649005,8.851493
3,0.275047,551.99509,12.221045,209.376426,13.844997
4,0.168133,133.599827,4.171085,128.117916,5.17079
