,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,0.310628,129.335505,6.022776,69.637611,2.434401
1,0.212604,87.586148,4.944565,106.026756,2.71235
2,0.147702,60.896773,2.991396,59.131935,1.59576
3,0.093535,35.674491,4.666044,37.211468,3.560343
4,0.050584,12.713381,0.959369,33.484937,0.990126
