,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,0.657296,1100.102225,18.382327,418.115343,7.941053
1,0.468505,663.733378,17.014821,389.93967,8.21132
2,0.31437,379.704028,8.879375,248.454422,6.693536
3,0.192212,188.409744,6.093207,126.37492,7.287444
4,0.112953,67.365965,3.196875,94.038106,2.409295
