,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,3.0613,39.903861,4.91948,45.731638,4.984063
1,2.124856,29.732596,4.249731,37.663047,3.202932
2,1.124932,22.889245,2.702962,42.945884,3.077939
3,0.171852,11.905545,1.296802,31.921057,1.328057
4,0.031253,4.609097,0.34373,18.045771,0.374989
