,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,682623.2010160096,672816.3364627354,677191.4810450012,682913.2611466511,679750.4376666561
1,575906.7460127578,562949.4385332611,566218.7294757591,571273.4805623075,570040.6281065918
2,422996.35916744225,411406.45702417725,418475.4607073213,419094.3903775415,416013.1812956641
3,314038.59614465304,322591.21305178595,310649.4372403298,310926.64373950125,304772.7429459888
4,134747.42935659623,127430.47811301432,129815.16216778247,127634.79047187207,127696.7155977983
