,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,340915.3385082149,333340.0946270706,335078.91995309753,334079.66884911084,336269.7855919924
1,282575.93898704275,275200.93933717656,275945.68660459726,275770.7445423277,276665.2952325139
2,230530.74334718025,223967.16195886294,225865.22782218008,226528.39813419443,225491.87678263578
3,150971.465910814,143040.71342521306,134015.49296321295,133996.868520805,134451.74884884377
4,77826.34118788113,73995.81749666721,67960.58647664743,67665.81626564867,67524.23916249612
