,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,0.262049,49.772122,2.589114,64.655582,1.550515
1,0.143316,37.188289,2.717055,77.748194,1.915988
2,0.102669,26.151498,2.567599,47.463065,1.635385
3,0.064906,15.610511,1.984869,37.229577,0.833886
4,0.036143,6.819405,0.906918,24.987312,0.490918
