,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,36.529912,4599.845893,67.262762,1024.157296,51.999223
1,23.564888,2815.810688,43.055936,786.431747,36.663461
2,8.613353,1456.492897,26.670556,475.061001,29.578321
3,0.294178,565.019158,12.460483,210.54717,8.509664
4,0.181101,162.146626,4.348598,165.105413,3.353695
