,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,2.007831,23.420623,3.315541,45.867484,3.152526
1,1.525026,17.680941,2.618829,35.388786,2.183092
2,0.849021,10.978814,2.087344,22.26104,1.701461
3,0.271427,7.519302,0.7399,22.552652,0.769305
4,0.020107,2.719301,0.402298,15.420953,0.34375
