,TRM,RLS,TRHS,GHS,LR
0,0.018452,0.106771,0.09177,11.00282,2.143822
1,0.026191,0.186048,0.120404,10.79263,2.721976
2,0.018471,0.187897,0.14615,12.917717,3.940818
3,0.049266,0.225173,0.220222,13.683303,6.437965
4,0.050733,0.83535,0.492339,20.463791,16.762597
5,2.190352,3.844831,2.831162,32.087666,47.949495
6,4.559218,5.381289,5.705805,43.165152,74.401186
7,7.125449,9.610874,8.397795,53.6789,113.060522
8,9.206103,10.657252,10.798408,60.876621,144.529156
