,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,883118.9966956247,867869.064981025,869737.0720570852,871158.1037221886,878569.3054918043
1,734281.2431855635,725005.272484129,720544.983866068,726428.7822591647,732419.5975357408
2,559378.6239598438,536644.6673285814,544673.5071294766,541300.3708930127,550955.6236518727
3,400658.9787163946,399174.2851264914,396718.1640787194,400117.4795681165,390764.35153571883
4,232355.8104977271,233263.56824893062,225944.82772995663,224069.07266384002,224613.85520935786
