,0
0.2,2021-05-19 18:14:03.242
0.25,2021-05-19 18:14:03.242
0.3333333333333333,2021-05-19 18:14:03.242
0.5,2021-05-19 18:14:03.242
1.0,2021-05-19 18:14:03.242
2.0,2021-05-19 18:14:03.242
3.0,2021-05-19 18:14:03.242
4.0,2021-05-19 18:14:03.242
5.0,2021-05-19 18:14:03.242
