,TRM,RLS,TRHS
0,0.01145,0.056305,0.041241
1,0.019573,0.048084,0.08916
2,0.021292,0.120438,0.094657
3,0.014013,0.085618,0.097956
4,0.019212,0.186204,0.134966
5,0.438932,0.720407,0.653695
6,0.931404,1.302104,1.326007
7,1.368509,1.782581,1.819453
8,1.923382,2.491258,2.263256
