,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,713382.5463551716,706001.0078309204,708999.58360601,709166.4489924251,707891.888903619
1,589849.9349214077,577222.0927688518,579094.8460425291,581683.1540187906,587606.4255451366
2,469682.1197929025,464304.23608593346,462754.05776105874,466587.45999596326,466063.9587050369
3,346372.7548302092,347348.1405926271,341320.2012339448,341183.0568070054,342879.0168357789
4,142226.86198778934,139144.8705966142,135346.81929215064,134075.26794494217,133593.62094184643
