,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,5.79173,102.626436,10.600357,126.017572,8.199134
1,3.830788,73.553125,7.379563,84.615353,6.54118
2,1.982301,51.638093,4.448272,54.252451,3.649062
3,0.070729,27.953057,2.160467,45.262714,1.866581
4,0.050718,10.880063,1.132201,22.031437,0.779387
