,TRM,RLS,TRHS,GHS,LR
0,0.019528,0.116779,0.059735,14.773019,1.497202
1,0.019442,0.104575,0.077135,14.88926,1.882846
2,0.033841,0.151871,0.107746,15.218557,2.799185
3,0.023598,0.154951,0.157771,15.871274,4.710191
4,0.036056,0.343701,0.395658,18.539511,14.817415
5,0.731825,4.411389,3.809346,119.051838,28.526229
6,1.407367,9.961414,10.035065,206.264004,49.442351
7,2.071724,17.255533,10.51048,285.520886,71.893956
8,2.709455,16.772118,11.169637,405.989963,97.692634
