,TRM,RLS,TRHS
0.2,22431.37590551286,22437.933298489803,22394.383644771293
0.25,29285.235686037526,33426.430028504896,29271.175307613747
0.3333333333333333,40920.016702259876,40209.718817874156,39864.84968849637
0.5,54590.25324968338,54123.66954373548,52090.306191432355
1.0,116345.0417570957,118295.34060813891,114732.34371868346
2.0,252532.42790724264,255781.4735872558,251341.22346823107
3.0,334092.05547017296,330961.4753763483,332399.7175886668
4.0,451058.89517227176,451734.76373277925,449757.69557349413
5.0,538957.7971978285,535196.3459166329,538234.7954251398
