,TRM,RLS,TRHS,GHS,LR
0,0.081969,0.222868,0.347804,16.231815,11.137869
1,0.097948,0.309837,0.387782,17.693488,13.761781
2,0.097946,0.506714,0.510732,22.291402,23.030985
3,0.139922,0.498717,0.70362,24.028402,43.299486
4,0.126943,1.091378,0.922493,36.10213,100.686651
5,3.134238,6.514327,4.998175,69.062838,403.938153
6,14.252461,17.327081,16.611803,128.081917,783.122007
7,24.561189,29.522298,28.134097,171.885098,1513.711844
8,35.013265,38.294572,38.030695,209.391347,2510.354868
