,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,949954.1939433648,943393.0139817771,937281.2936306159,945631.6678322146,944171.112260337
1,793787.956278313,778773.3345343582,782254.8127758221,782688.1465973309,787420.0478290579
2,617203.9183653817,601983.1512662732,601099.6631120107,605786.1531618744,607321.4357425382
3,414911.98032298306,394624.1796031535,397296.53720077337,399121.02040917706,406772.4471287949
4,183292.88183278686,174684.22286206804,175488.20116244632,175275.57824535877,175045.15628976174
