,TRM,RLS,TRHS
0.2,17818.27868588586,15917.004058974406,15917.004058974406
0.25,20179.977771302212,19593.37814533965,19894.78857515415
0.3333333333333333,33222.156280479765,31900.66986472564,32108.100905740583
0.5,40767.70855626769,39662.27361624264,39938.09065072978
1.0,112900.04590689947,109232.71685680072,105372.49424309497
2.0,216464.47353972602,213585.58987404557,213417.55629002833
3.0,283959.68534201896,276626.36030431074,281772.99969091476
4.0,386106.13195188565,384673.68893054314,385366.61941130925
5.0,453838.6565783251,451945.8632295649,450316.22720080474
