,TRM,RLS,TRHS
0.2,20710.044003523577,26174.38017386007,20639.756425087544
0.25,40865.51574042241,38065.61664248462,38065.61664248462
0.3333333333333333,38924.05335330328,35816.17267514508,35110.12213851824
0.5,48518.65454226872,45934.938918922104,44419.932401297716
1.0,122808.73035906343,112762.2752536334,112762.2752536334
2.0,243108.5091928365,240006.47614116527,238963.6001103423
3.0,346150.39437655563,338791.27090195694,339492.621882026
4.0,418840.8054611525,418559.40591877827,412284.6219514811
5.0,518160.195011366,508328.6380484709,512508.13911780796
