,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,13.870278,329.196496,21.952248,221.784186,18.96004
1,9.778952,221.701901,16.551691,137.442228,13.906625
2,5.734714,144.76805,11.186933,102.21824,8.338831
3,1.414979,78.933523,4.723952,103.22751,3.728946
4,0.071001,27.888672,1.581298,42.427606,1.138485
