,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,0.369126,91.368355,5.214865,84.950752,2.461851
1,0.181174,64.116602,3.184879,81.719809,1.971261
2,0.131159,43.343795,2.641859,50.585008,2.029781
3,0.080755,25.702018,2.095684,43.062912,1.599413
4,0.042839,10.572791,1.31038,28.25844,0.602038
