,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,403720.2517340269,403519.02370796324,401951.14136128227,403354.12650589296,403159.45832617173
1,352405.36353065725,347484.62352679385,348081.5912315319,348181.2903055146,348711.92887155164
2,235996.28286569624,231332.5750491275,233189.23145817703,232433.7864924229,231585.0797591217
3,220336.04530126,219506.72248385637,219506.72248385637,219506.72248385637,219506.72248385637
4,117280.42950037135,113452.20311265874,113987.71832347855,113917.59672219005,113456.37270248444
