,TRM,Local_Ratio,RLS,UGA_RLS,TRHS
0,0.453102,426.741529,13.639921,301.46102,4.202904
1,0.359356,289.543473,9.568875,208.691302,8.108945
2,0.281255,188.681898,4.374771,164.187657,2.984215
3,0.156243,103.059853,5.484068,63.465341,4.249755
4,0.124994,37.394435,2.015514,61.206361,1.749906
